sequenceID	locus_name	locus_numeric_id	stem	host_species	host_class	host_superorder	host_order	host_family	host_genus	record_id	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
proto.197-Hydrochoerus_hydrochaeris	proto.197-Dinomys_branickii	197	proto.197	Hydrochoerus_hydrochaeris	Mammalia	Euarchontoglires	Rodentia	Hydrochaeridae	Hydrochoerus	31784	low_coverage	HydHyd_v1_BIUU	GCA_004027455.1_HydHyd_v1_BIUU_genomic.fna	PVLA01019493.1	+	10899	12166	173	397	552	1268	239	206	43.096	1.01	99	1	0	1268
proto.197-Dinomys_branickii	proto.197-Dinomys_branickii	197	proto.197	Dinomys_branickii	Mammalia	Euarchontoglires	Rodentia	Dinomyidae	Dinomys	31827	low_coverage	DinBra_v1	GCA_004027595.1_DinBra_v1_BIUU_genomic.fna	PVLD010030089.1	+	8060	11925	1	1288	1	3864	1288	2362	100	0	1	0	0	3866
proto.198-Monodelphis_domestica	proto.198-Monodelphis_domestica	198	proto.198	Monodelphis_domestica	Mammalia	Unclassified	Didelphimorphia	Didelphidae	Monodelphis	31903	complete	goldenpath_monDom5	chr6.fa	chr6	+	113562645	113564885	1	747	1	2241	747	1228	100	0	1	0	0	2241
proto.199-Orycteropus_afer	proto.199-Orycteropus_afer	199	proto.199	Orycteropus_afer	Mammalia	Afrotheria	Tubulidentata	Orycteropodidae	Orycteropus	31998	low_coverage	broad_v0_2012	O_afer_v0.assembly.fa	scaffold00132	-	915945	918392	1	816	1	2448	816	1484	100	0	1	0	0	2448
proto.2-Mus_spretus	proto.2-Mus_spretus	2	proto.2	Mus_spretus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	31727	low_coverage	SPRET_EiJ_v1	GCA_001624865.1_SPRET_EiJ_v1_genomic.fa	CM004109.1	-	92706775	92709742	529	983	1601	2965	455	942	100	0	1	0	0	2968
proto.200-Orycteropus_afer	proto.200-Orycteropus_afer	200	proto.200	Orycteropus_afer	Mammalia	Afrotheria	Tubulidentata	Orycteropodidae	Orycteropus	31460	low_coverage	broad_v0_2012	O_afer_v0.assembly.fa	scaffold00073	-	9405476	9409208	1	1244	1	3732	1244	2319	100	0	1	0	0	3733
proto.201-Chrysochloris_asiatica	proto.201-Chrysochloris_asiatica	201	proto.201	Chrysochloris_asiatica	Mammalia	Afrotheria	Unclassified	Chrysochloridae	Chrysochloris	31291	low_coverage	broad_ChrAsi1.0_2012	C_asiatica_v0.assembly.fa	scaffold00010	+	34329499	34331746	1	749	1	2247	749	1280	100	0	1	0	0	2248
proto.202-Chrysochloris_asiatica	proto.202-Chrysochloris_asiatica	202	proto.202	Chrysochloris_asiatica	Mammalia	Afrotheria	Unclassified	Chrysochloridae	Chrysochloris	32029	low_coverage	broad_ChrAsi1.0_2012	C_asiatica_v0.assembly.fa	scaffold00156	-	3606438	3606581	1	48	1	144	48	98.2	100	1.2	31	0	0	144
proto.203-Gymnobelideus_leadbeateri	proto.203-Gymnobelideus_leadbeateri	203	proto.203	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31706	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01000919.1	+	188701	189195	1	165	1	495	165	338	100	2.32	123	0	0	495
proto.204-Gymnobelideus_leadbeateri	proto.204-Gymnobelideus_leadbeateri	204	proto.204	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31271	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01009729.1	-	648708	650185	1	492	1	1476	492	916	100	0	1	0	0	1478
proto.205-Gymnobelideus_leadbeateri	proto.205-Gymnobelideus_leadbeateri	205	proto.205	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31530	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01005829.1	-	82850	84079	1	410	1	1230	410	800	100	0	1	0	0	1230
proto.206-Gymnobelideus_leadbeateri	proto.206-Gymnobelideus_leadbeateri	206	proto.206	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31605	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01002583.1	+	200792	201430	1	213	1	639	213	405	100	5.11	148	0	0	639
proto.207-Gymnobelideus_leadbeateri	proto.207-Gymnobelideus_leadbeateri	207	proto.207	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31552	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01007206.1	-	499005	499457	1	151	1	453	151	301	100	6.45	109	0	0	453
proto.208-Octodon_degus	proto.208-Octodon_degus	208	proto.208	Octodon_degus	Mammalia	Euarchontoglires	Rodentia	Octodontidae	Octodon	31487	low_coverage	broad_1.0_july_2012	O_degus_v0.assembly.fasta_15.fa	scaffold00062	+	12296693	12296968	1	92	1	276	92	193	100	4.09	68	0	0	276
proto.209-Macropus_eugenii	proto.209-Macropus_eugenii	209	proto.209	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31765	low_coverage	goldenpath_macEug2	macEug2.fa	GL121440	-	39131	39517	1	129	1	387	129	267	100	4.11	96	0	0	387
proto.210-Gymnobelideus_leadbeateri	proto.210-Macropus_eugenii	210	proto.210	Gymnobelideus_leadbeateri	Mammalia	Unclassified	Diprotodontia	Petauridae	Gymnobelideus	31355	low_coverage	LBP_v1_scaffolds	GCA_011680675.1_LBP_v1_genomic.fna	WOXC01009901.1	-	82995	83636	37	252	1	642	222	192	57.658	1.42	58	5	0	642
proto.210-Macropus_eugenii	proto.210-Macropus_eugenii	210	proto.210	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31792	low_coverage	goldenpath_macEug2	macEug2.fa	GL152084	+	11645	14810	1	606	1	1818	606	1164	100	0	1	0	0	3166
proto.211-Macropus_eugenii	proto.211-Macropus_eugenii	211	proto.211	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31997	low_coverage	goldenpath_macEug2	macEug2.fa	GL161406	+	11420	14660	358	838	1799	3241	481	867	100	0	1	0	0	3241
proto.212-Macropus_eugenii	proto.212-Macropus_eugenii	212	proto.212	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31761	low_coverage	goldenpath_macEug2	macEug2.fa	GL109622	+	44111	45490	1	460	1	1380	460	894	100	0	1	0	0	1380
proto.213-Macropus_eugenii	proto.213-Macropus_eugenii	213	proto.213	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31631	low_coverage	goldenpath_macEug2	macEug2.fa	GL089129	-	21741	23449	1	569	1	1707	569	1043	100	0	1	0	0	1709
proto.214-Macropus_eugenii	proto.214-Macropus_eugenii	214	proto.214	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31440	low_coverage	goldenpath_macEug2	macEug2.fa	GL146523	-	9161	9610	1	150	1	450	150	293	100	5.63	106	0	0	450
proto.215-Macropus_eugenii	proto.215-Macropus_eugenii	215	proto.215	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31725	low_coverage	goldenpath_macEug2	macEug2.fa	GL156485	+	10875	11333	1	153	1	459	153	315	100	2.73	114	0	0	459
proto.216-Macropus_eugenii	proto.216-Macropus_eugenii	216	proto.216	Macropus_eugenii	Mammalia	Unclassified	Diprotodontia	Macropodidae	Macropus	31475	low_coverage	goldenpath_macEug2	macEug2.fa	GL110448	-	5021	6075	1	351	1	1053	351	680	100	0	1	0	0	1055
proto.217-Vombatus_ursinus	proto.217-Vombatus_ursinus	217	proto.217	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31957	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01000582.1	-	8646482	8647090	1	203	1	609	203	363	100	1.05	131	0	0	609
proto.218-Vombatus_ursinus	proto.218-Vombatus_ursinus	218	proto.218	Vombatus_ursinus	Mammalia	Unclassified	Diprotodontia	Vombatidae	Vombatus	31639	low_coverage	WM_v1.0	GCA_900497805.1_WM_v1.0_genomic.fna	UNPS01010284.1	-	5139367	5139687	1	107	1	321	107	213	100	1.01	75	0	0	321
proto.219-Trichechus_manatus	proto.219-Trichechus_manatus	219	proto.219	Trichechus_manatus	Mammalia	Afrotheria	Sirenia	Trichechidae	Trichechus	31644	complete	goldenpath_triMan1	triMan1.fa_2.fa	JH594625	-	3921196	3924190	1	998	1	2994	998	1785	100	0	1	0	0	2995
proto.3-Apodemus_sylvaticus	proto.3-Apodemus	3	proto.3	Apodemus_sylvaticus	Mammalia	Euarchontoglires	Rodentia	Muridae	Apodemus	31364	low_coverage	GCA_001305905.1	GCA_001305905.1_ASM130590v1_genomic.fa	LIPJ01000560.1	-	36780	41184	811	1374	2564	4405	614	1134	91.205	0	1	1	0	4405
proto.4-Graphiurus_murinus	proto.4-Mus_spicelagus	4	proto.4	Graphiurus_murinus	Mammalia	Euarchontoglires	Rodentia	Gliridae	Graphiurus	31507	low_coverage	GraMur_v1_BIUU	GCA_004027655.1_GraMur_v1_BIUU_genomic.fna	PVLC010185713.1	-	709	930	171	223	1	159	53	101	88.679	9.93	29	0	0	222
proto.4-Mus_spicilegus	proto.4-Mus_spicelagus	4	proto.4	Mus_spicilegus	Mammalia	Euarchontoglires	Rodentia	Muridae	Mus	31340	low_coverage	GCA_003336285.1_MUSP714	GCA_003336285.1_MUSP714_genomic.fna	QGOO01000499.1	-	393893	397352	445	1163	1304	3460	719	1311	99.722	0	1	0	0	3460
