accession-ID	virus_subfamily	virus_genus	clade	length	virus_name	virus_full_name	host_species	host_common_name	virus_clade
AX925271	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925283	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925285	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925287	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925291	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925528	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925530	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925542	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925544	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925546	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AX925550	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AY695371	Parvovirinae	Dependoparvovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AY695372	Parvovirinae	Dependoparvovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AY695373	Parvovirinae	Dependoparvovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AY695374	Parvovirinae	Dependoparvovirus	-	4430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
AY695375	Parvovirinae	Dependoparvovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD094552	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD293508	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD293509	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD293515	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD293516	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD293519	Parvovirinae	Dependoparvovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD393207	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
BD405233	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
CS435814	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
DI006503	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
DI392350	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FB292925	Parvovirinae	Dependoparvovirus	-	4681	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FB722412	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW506001	Parvovirinae	Dependoparvovirus	-	4680	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590643	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590644	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590645	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590646	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590647	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590648	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FW590650	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
FZ418915	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041925	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041926	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041927	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041928	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041929	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041931	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN041934	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
GN116629	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000038	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000039	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000040	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000041	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000042	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000044	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HC000068	Parvovirinae	Dependoparvovirus	-	1966	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HV749699	Parvovirinae	Dependoparvovirus	-	2205	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HV749706	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HV955994	Parvovirinae	Dependoparvovirus	-	627	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HV961291	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW413256	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW580763	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797966	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797967	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797968	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797969	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797970	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797971	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW797973	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW904391	Parvovirinae	Dependoparvovirus	-	2205	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW904398	Parvovirinae	Dependoparvovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW917026	Parvovirinae	Dependoparvovirus	-	1966	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HW917027	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
HZ796968	Parvovirinae	Dependoparvovirus	-	627	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
J01901	Parvovirinae	Dependoparvovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
J01902	Parvovirinae	Dependoparvovirus	-	2116	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062738	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062739	Parvovirinae	Dependoparvovirus	-	3162	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062740	Parvovirinae	Dependoparvovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062741	Parvovirinae	Dependoparvovirus	-	3159	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062744	Parvovirinae	Dependoparvovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA062745	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231989	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231990	Parvovirinae	Dependoparvovirus	-	3162	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231991	Parvovirinae	Dependoparvovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231992	Parvovirinae	Dependoparvovirus	-	3159	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231993	Parvovirinae	Dependoparvovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231995	Parvovirinae	Dependoparvovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA231996	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232003	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232225	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232227	Parvovirinae	Dependoparvovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232229	Parvovirinae	Dependoparvovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232231	Parvovirinae	Dependoparvovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232232	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA232239	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400275	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400277	Parvovirinae	Dependoparvovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400279	Parvovirinae	Dependoparvovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400281	Parvovirinae	Dependoparvovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400282	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA400289	Parvovirinae	Dependoparvovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA614281	Parvovirinae	Dependoparvovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JA793972	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JB292181	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
JC527779	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
KY271943	Parvovirinae	Dependoparvovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249852	Parvovirinae	Dependoparvovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249853	Parvovirinae	Dependoparvovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249854	Parvovirinae	Dependoparvovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249855	Parvovirinae	Dependoparvovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249856	Parvovirinae	Dependoparvovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249862	Parvovirinae	Dependoparvovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249863	Parvovirinae	Dependoparvovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249864	Parvovirinae	Dependoparvovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249865	Parvovirinae	Dependoparvovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249866	Parvovirinae	Dependoparvovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249867	Parvovirinae	Dependoparvovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249868	Parvovirinae	Dependoparvovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249869	Parvovirinae	Dependoparvovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249870	Parvovirinae	Dependoparvovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249871	Parvovirinae	Dependoparvovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249874	Parvovirinae	Dependoparvovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249875	Parvovirinae	Dependoparvovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249876	Parvovirinae	Dependoparvovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249877	Parvovirinae	Dependoparvovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249878	Parvovirinae	Dependoparvovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249879	Parvovirinae	Dependoparvovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249880	Parvovirinae	Dependoparvovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249881	Parvovirinae	Dependoparvovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249882	Parvovirinae	Dependoparvovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249883	Parvovirinae	Dependoparvovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249884	Parvovirinae	Dependoparvovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249885	Parvovirinae	Dependoparvovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249886	Parvovirinae	Dependoparvovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249887	Parvovirinae	Dependoparvovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LG249888	Parvovirinae	Dependoparvovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633638	Parvovirinae	Dependoparvovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633639	Parvovirinae	Dependoparvovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633640	Parvovirinae	Dependoparvovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633641	Parvovirinae	Dependoparvovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633642	Parvovirinae	Dependoparvovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633645	Parvovirinae	Dependoparvovirus	-	5635	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633648	Parvovirinae	Dependoparvovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633649	Parvovirinae	Dependoparvovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633650	Parvovirinae	Dependoparvovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633651	Parvovirinae	Dependoparvovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633652	Parvovirinae	Dependoparvovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633653	Parvovirinae	Dependoparvovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633654	Parvovirinae	Dependoparvovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633655	Parvovirinae	Dependoparvovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633656	Parvovirinae	Dependoparvovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633657	Parvovirinae	Dependoparvovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633660	Parvovirinae	Dependoparvovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633661	Parvovirinae	Dependoparvovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633662	Parvovirinae	Dependoparvovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633663	Parvovirinae	Dependoparvovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633664	Parvovirinae	Dependoparvovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633665	Parvovirinae	Dependoparvovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633666	Parvovirinae	Dependoparvovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633667	Parvovirinae	Dependoparvovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633668	Parvovirinae	Dependoparvovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633669	Parvovirinae	Dependoparvovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633670	Parvovirinae	Dependoparvovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633671	Parvovirinae	Dependoparvovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633672	Parvovirinae	Dependoparvovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633673	Parvovirinae	Dependoparvovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP633674	Parvovirinae	Dependoparvovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP639430	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LP862067	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ396099	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ493094	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ498687	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ514294	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ576817	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624228	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624229	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624230	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624231	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624232	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624234	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LQ624237	Parvovirinae	Dependoparvovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV472793	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481293	Parvovirinae	Dependoparvovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481294	Parvovirinae	Dependoparvovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481295	Parvovirinae	Dependoparvovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481296	Parvovirinae	Dependoparvovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481297	Parvovirinae	Dependoparvovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481300	Parvovirinae	Dependoparvovirus	-	5635	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481303	Parvovirinae	Dependoparvovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481304	Parvovirinae	Dependoparvovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481305	Parvovirinae	Dependoparvovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481306	Parvovirinae	Dependoparvovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481307	Parvovirinae	Dependoparvovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481308	Parvovirinae	Dependoparvovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481309	Parvovirinae	Dependoparvovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481310	Parvovirinae	Dependoparvovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481311	Parvovirinae	Dependoparvovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481312	Parvovirinae	Dependoparvovirus	-	5877	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481315	Parvovirinae	Dependoparvovirus	-	5504	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481316	Parvovirinae	Dependoparvovirus	-	5507	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481317	Parvovirinae	Dependoparvovirus	-	5311	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481318	Parvovirinae	Dependoparvovirus	-	5156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481319	Parvovirinae	Dependoparvovirus	-	5178	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481320	Parvovirinae	Dependoparvovirus	-	5160	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481321	Parvovirinae	Dependoparvovirus	-	5383	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481322	Parvovirinae	Dependoparvovirus	-	5728	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481323	Parvovirinae	Dependoparvovirus	-	5905	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481324	Parvovirinae	Dependoparvovirus	-	5355	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481325	Parvovirinae	Dependoparvovirus	-	5618	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481326	Parvovirinae	Dependoparvovirus	-	5993	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481327	Parvovirinae	Dependoparvovirus	-	5337	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481328	Parvovirinae	Dependoparvovirus	-	5542	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV481329	Parvovirinae	Dependoparvovirus	-	5126	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LV747819	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LX153625	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LX153637	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LY330754	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LY408677	Parvovirinae	Dependoparvovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LY408689	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
LZ990128	Parvovirinae	Dependoparvovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MA152553	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MA256270	Parvovirinae	Dependoparvovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646822	Parvovirinae	Dependoparvovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646823	Parvovirinae	Dependoparvovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646824	Parvovirinae	Dependoparvovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646825	Parvovirinae	Dependoparvovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646826	Parvovirinae	Dependoparvovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646832	Parvovirinae	Dependoparvovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646833	Parvovirinae	Dependoparvovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
MS646834	Parvovirinae	Dependoparvovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	AAV
