accession-ID	length	lab_construct	virus_name	virus_full_name	host_species	host_common_name	assign_clade	assign_subclade	virus_clade_ns	virus_subclade_ns	virus_clade_vp	virus_subclade_vp	virus_subfamily	virus_genus
MH167453	2166	FALSE	AAV-bat	Bat adeno-associated virus	bat		Dependo2	Bat	Dependo2	Bat	Dependo2	Bat	Parvovirinae	Dependoparvovirus
MH167454	2175	FALSE	AAV-bat	Bat adeno-associated virus	Myotis ricketti	Rickett's big-footed bat	Dependo3	Bat	Dependo3	Bat	Dependo3	Bat	Parvovirinae	Dependoparvovirus
NC_006263	4682	FALSE	AAV-bat	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Dependo3	Bat	Dependo3	Bat	Dependo3	Bat	Parvovirinae	Dependoparvovirus
NC_014468	4286	FALSE	AAV-bat	Bat adeno-associated virus YNM	Myotis ricketti	Rickett's big-footed bat	Dependo3	Bat	Dependo3	Bat	Dependo3	Bat	Parvovirinae	Dependoparvovirus
AY388617	4693	FALSE	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Dependo2	Dependo-B	Dependo2	Dependo-B	Dependo2	Dependo-B	Parvovirinae	Dependoparvovirus
HV956006	600	FALSE	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Dependo2	Dependo-B	Dependo2	Dependo-B	Dependo2	Dependo-B	Parvovirinae	Dependoparvovirus
HZ796980	600	FALSE	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Dependo2	Dependo-B	Dependo2	Dependo-B	Dependo2	Dependo-B	Parvovirinae	Dependoparvovirus
KP264981	4410	FALSE	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Dependo2	Dependo-B	Dependo2	Dependo-B	Dependo2	Dependo-B	Parvovirinae	Dependoparvovirus
NC_005889	4693	FALSE	AAV-Bo.1	Bovine adeno-associated virus	Bos taurus	Domestic cow	Dependo2	Dependo-B	Dependo2	Dependo-B	Dependo2	Dependo-B	Parvovirinae	Dependoparvovirus
JN420371	4467	FALSE	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Dependo3	Carnivore	Dependo3	Carnivore	Dependo3	Carnivore	Parvovirinae	Dependoparvovirus
JN420372	4395	FALSE	AAV-carnivore	California sea lion adeno-associated virus 1	Zalophus californianus 	California sea lion	Dependo3	Carnivore	Dependo3	Carnivore	Dependo3	Carnivore	Parvovirinae	Dependoparvovirus
KC878874	1680	FALSE	AAV-carnivore	Fox adeno-associated virus	Vulpes vulpes	Red fox	Dependo3	Carnivore	Dependo3	Carnivore	Dependo3	Carnivore	Parvovirinae	Dependoparvovirus
KP733796	1487	FALSE	AAV-chameleon	Pygmy chameleon parvovirus	Rieppeleon brevicaudatus 	Short-tailed pygmy chameleon	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Parvovirinae	Dependoparvovirus
KP733794	4590	FALSE	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Parvovirinae	Dependoparvovirus
NC_027429	4590	FALSE	AAV-dragon	Bearded dragon parvovirus	Pogona vitticeps 	Bearded dragon	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Parvovirinae	Dependoparvovirus
AY724675	2209	FALSE	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	Dependo3	Dependo-B	Dependo3	Dependo-B	Dependo3	Dependo-B	Parvovirinae	Dependoparvovirus
DQ335246	4636	FALSE	AAV-Go.1	Adeno-associated virus-Go.1	Capra hircus	Domestic goat	Dependo3	Dependo-B	Dependo3	Dependo-B	Dependo3	Dependo-B	Parvovirinae	Dependoparvovirus
DQ100362	2523	FALSE	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
HV956009	534	FALSE	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
HZ796983	534	FALSE	AAV-mo-1	Mouse adeno-associated virus 1	Mus musculus	House mouse	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
MF416383	4339	FALSE	AAV-mo-1	Murine adeno-associated virus 1	Mus musculus	House mouse	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
MF416384	4449	FALSE	AAV-mo-2	Murine adeno-associated virus 2	Mus musculus	House mouse	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
FJ688147	2977	FALSE	AAV-Po.1	Adeno-associated virus Po1	Sus scrofa domesticus	Domestic pig	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
FJ688148	1338	FALSE	AAV-Po.2	Adeno-associated virus Po2	Sus scrofa domesticus	Domestic pig	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
FJ688146	1500	FALSE	AAV-Po.3	Adeno-associated virus Po3	Sus scrofa domesticus	Domestic pig	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
DQ100363	2538	FALSE	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
HV956012	756	FALSE	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
HZ796986	756	FALSE	AAV-rat	Rat adeno-associated virus 1	Rattus norvegicus	Brown rat	Dependo3	Rodent	Dependo3	Rodent	Dependo3	Rodent	Parvovirinae	Dependoparvovirus
EU872429	1297	FALSE	AAV-Serp-2	Serpentine adeno-associated virus 2	Trimeresurus hageni	Hagen's pit viper	Dependo1		Dependo1		Dependo1		Parvovirinae	Dependoparvovirus
KP733795	1821	FALSE	AAV-Serp-X	Corn snake parvovirus	Pantherophis guttatus 	Corn snake	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Dependo1	Parvovirinae	Dependoparvovirus
KM349829	859	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349830	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349831	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349832	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349833	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349834	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349835	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349836	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349837	918	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349838	918	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349839	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349840	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349841	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349842	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349843	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349844	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349845	864	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349846	912	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349847	918	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349848	2178	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
KM349849	2187	FALSE	AAVpo	Adeno-associated virus	Sus scrofa	Wild boar	Dependo3	Porcine	Dependo3	Porcine	Dependo3	Porcine	Parvovirinae	Dependoparvovirus
JX896664	2181	TRUE	AAVpo	Adeno-associated virus isolate AAVpo	Sus scrofa	Wild boar	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JX896665	2181	TRUE	AAVpo	Adeno-associated virus isolate AAVpo	Sus scrofa	Wild boar	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JX896666	2151	TRUE	AAVpo	Adeno-associated virus isolate AAVpo	Sus scrofa	Wild boar	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
JX896667	2184	TRUE	AAVpo	Adeno-associated virus isolate AAVpo	Sus scrofa	Wild boar	Dependo3	Dependo-A	Dependo3	Dependo-A	Dependo3	Dependo-A	Parvovirinae	Dependoparvovirus
AY186198	4694	FALSE	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY629582	4694	FALSE	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY629583	4682	FALSE	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ368252	4684	FALSE	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
HV956007	789	FALSE	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
HV956010	723	FALSE	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
HZ796981	789	FALSE	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
HZ796984	723	FALSE	Avian-AAV	Avian adeno-associated virus strain DA-1	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
KF937794	4682	FALSE	Avian-AAV	Avian adeno-associated virus	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
NC_004828	4694	FALSE	Avian-AAV	Avian adeno-associated virus ATCC VR-865	Gallus gallus	Domestic chicken	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166102	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166103	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166104	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166105	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166106	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF166107	539	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AF416726	4101	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382883	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382884	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382885	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382886	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382887	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382888	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY382889	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY506546	1884	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY506547	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
AY512830	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
BD293521	1884	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
BD293523	1386	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175641	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175642	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175643	806	FALSE	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175644	806	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175645	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175646	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175647	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175648	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175649	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175650	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175651	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175652	806	FALSE	GPV	Goose parvovirus	Anas platyrhynchos	Mallard	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175653	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175654	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175655	806	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175656	806	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175657	1764	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ175658	806	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ299421	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ424911	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
DQ665790	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014898	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014899	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014900	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014901	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014902	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014903	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014904	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF014905	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF427928	1646	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF515837	4101	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EF661584	1764	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU022755	1884	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU088101	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU088102	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU088103	2199	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU088104	594	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU088105	594	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU218524	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU253479	1884	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU583389	4980	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU583390	5050	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU583391	5054	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
EU583392	5104	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
FJ158588	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
FJ240170	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
FJ240171	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
FJ240172	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ253324	1581	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ392034	1605	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457900	1704	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457901	1694	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457902	1695	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457903	1707	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457904	1694	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457905	1698	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457906	1718	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457907	1725	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ457908	833	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ468402	1520	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ468403	1523	FALSE	GPV	Goose parvovirus	Cairina moschata	Muscovy duck 	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
GQ468404	1518	FALSE	GPV	Goose parvovirus	Anser anser	Greylag goose	Dependo2	Fowl	Dependo2	Fowl	Dependo2	Fowl	Parvovirinae	Dependoparvovirus
