sequenceID	subfamily	genus	clade	length	name	full_name	host_sci_name	host_common_name	virus_subfamily	virus_genus
FB292911	Parvovirinae	Dependovirus	-	1872	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292913	Parvovirinae	Dependovirus	-	1641	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292915	Parvovirinae	Dependovirus	-	1200	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292917	Parvovirinae	Dependovirus	-	969	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292919	Parvovirinae	Dependovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292921	Parvovirinae	Dependovirus	-	1800	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292923	Parvovirinae	Dependovirus	-	1605	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HV749698	Parvovirinae	Dependovirus	-	2208	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955995	Parvovirinae	Dependovirus	-	678	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961290	Parvovirinae	Dependovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HW608043	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HW904390	Parvovirinae	Dependovirus	-	2208	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796969	Parvovirinae	Dependovirus	-	678	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292180	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
JC278188	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
JC285043	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527778	Parvovirinae	Dependovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
LP862066	Parvovirinae	Dependovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153636	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408688	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
LZ233295	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
MA152552	Parvovirinae	Dependovirus	-	2211	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
NC_002077	Parvovirinae	Dependovirus	-	4718	AAV-1	Adeno-associated virus 1	Homo sapiens	Human	Parvovirinae	Dependovirus
AY631965	Parvovirinae	Dependovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956003	Parvovirinae	Dependovirus	-	606	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796977	Parvovirinae	Dependovirus	-	606	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062746	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062748	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231997	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231999	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232233	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232235	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400283	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400285	Parvovirinae	Dependovirus	-	3172	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
JD011822	Parvovirinae	Dependovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LF643462	Parvovirinae	Dependovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LG168865	Parvovirinae	Dependovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LP899424	Parvovirinae	Dependovirus	-	4472	AAV-10	Adeno-associated virus	Homo sapiens	Human	Parvovirinae	Dependovirus
LQ220010	Parvovirinae	Dependovirus	-	4472	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153645	Parvovirinae	Dependovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408697	Parvovirinae	Dependovirus	-	4102	AAV-10	Adeno-associated virus 10	Homo sapiens	Human	Parvovirinae	Dependovirus
AY631966	Parvovirinae	Dependovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956004	Parvovirinae	Dependovirus	-	594	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796978	Parvovirinae	Dependovirus	-	594	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292190	Parvovirinae	Dependovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153646	Parvovirinae	Dependovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408698	Parvovirinae	Dependovirus	-	4087	AAV-11	Adeno-associated virus 11	Homo sapiens	Human	Parvovirinae	Dependovirus
DQ813647	Parvovirinae	Dependovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956005	Parvovirinae	Dependovirus	-	621	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796979	Parvovirinae	Dependovirus	-	621	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153647	Parvovirinae	Dependovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408699	Parvovirinae	Dependovirus	-	4213	AAV-12	Adeno-associated virus 12	Homo sapiens	Human	Parvovirinae	Dependovirus
EU285562	Parvovirinae	Dependovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
HV956008	Parvovirinae	Dependovirus	-	627	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796982	Parvovirinae	Dependovirus	-	627	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292191	Parvovirinae	Dependovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
LX153648	Parvovirinae	Dependovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
LY408700	Parvovirinae	Dependovirus	-	4180	AAV-13	Adeno-associated virus 13	Homo sapiens	Human	Parvovirinae	Dependovirus
AF043303	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AH002785	Parvovirinae	Dependovirus	-	1554	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX135805	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX282480	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX286292	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX344105	Parvovirinae	Dependovirus	-	606	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496931	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496933	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496945	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496947	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496949	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX496953	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703440	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703442	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703454	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703456	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703458	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX703462	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720880	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720882	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720894	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720896	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720898	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX720902	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX753252	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925269	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925271	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925283	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925285	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925287	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925291	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925528	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925530	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925542	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925544	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925546	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AX925550	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AY695371	Parvovirinae	Dependovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AY695372	Parvovirinae	Dependovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AY695373	Parvovirinae	Dependovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AY695374	Parvovirinae	Dependovirus	-	4430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
AY695375	Parvovirinae	Dependovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD094552	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293508	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293509	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293515	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293516	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD293519	Parvovirinae	Dependovirus	-	939	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD393207	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
BD405233	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
CS435814	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
DI006503	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
DI392350	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FB292925	Parvovirinae	Dependovirus	-	4681	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FB722412	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW506001	Parvovirinae	Dependovirus	-	4680	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590643	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590644	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590645	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590646	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590647	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590648	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FW590650	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
FZ418915	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041925	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041926	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041927	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041928	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041929	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041931	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN041934	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
GN116629	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000038	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000039	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000040	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000041	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000042	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000044	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HC000068	Parvovirinae	Dependovirus	-	1966	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HV749699	Parvovirinae	Dependovirus	-	2205	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HV749706	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HV955994	Parvovirinae	Dependovirus	-	627	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HV961291	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW413256	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW580763	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797966	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797967	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797968	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797969	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797970	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797971	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW797973	Parvovirinae	Dependovirus	-	1194	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW904391	Parvovirinae	Dependovirus	-	2205	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW904398	Parvovirinae	Dependovirus	-	1611	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW917026	Parvovirinae	Dependovirus	-	1966	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HW917027	Parvovirinae	Dependovirus	-	1876	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
HZ796968	Parvovirinae	Dependovirus	-	627	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
J01901	Parvovirinae	Dependovirus	-	4675	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
J01902	Parvovirinae	Dependovirus	-	2116	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062738	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062739	Parvovirinae	Dependovirus	-	3162	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062740	Parvovirinae	Dependovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062741	Parvovirinae	Dependovirus	-	3159	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062744	Parvovirinae	Dependovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA062745	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231989	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231990	Parvovirinae	Dependovirus	-	3162	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231991	Parvovirinae	Dependovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231992	Parvovirinae	Dependovirus	-	3159	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231993	Parvovirinae	Dependovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231995	Parvovirinae	Dependovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA231996	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232003	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232225	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232227	Parvovirinae	Dependovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232229	Parvovirinae	Dependovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232231	Parvovirinae	Dependovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232232	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA232239	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400275	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400277	Parvovirinae	Dependovirus	-	3164	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400279	Parvovirinae	Dependovirus	-	3156	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400281	Parvovirinae	Dependovirus	-	3167	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400282	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA400289	Parvovirinae	Dependovirus	-	3161	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA614281	Parvovirinae	Dependovirus	-	1866	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JA793972	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JB292181	Parvovirinae	Dependovirus	-	4679	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
JC527779	Parvovirinae	Dependovirus	-	2208	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
KY271943	Parvovirinae	Dependovirus	-	4429	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249852	Parvovirinae	Dependovirus	-	5511	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249853	Parvovirinae	Dependovirus	-	5688	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249854	Parvovirinae	Dependovirus	-	5613	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249855	Parvovirinae	Dependovirus	-	5362	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249856	Parvovirinae	Dependovirus	-	5464	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249862	Parvovirinae	Dependovirus	-	5430	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249863	Parvovirinae	Dependovirus	-	5779	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249864	Parvovirinae	Dependovirus	-	5962	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249865	Parvovirinae	Dependovirus	-	5919	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249866	Parvovirinae	Dependovirus	-	5306	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249867	Parvovirinae	Dependovirus	-	5461	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249868	Parvovirinae	Dependovirus	-	5327	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249869	Parvovirinae	Dependovirus	-	5309	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
LG249870	Parvovirinae	Dependovirus	-	5532	AAV-2	Adeno-associated virus 2	Homo sapiens	Human	Parvovirinae	Dependovirus
