organism,Species,target_version,Class,Superorder,Order,Family,Genus
Notechis_scutatus,Notechis scutatus,TS10Xv2-PR,Unclassified,Lepidosauria,Squamata,Elapidae,Notechis
Noctilio_leporinus,Noctilio leporinus,NocLep_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Noctilionidae,Noctilio
Neovison_vison,Neovison vison,NNQGG.v01,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Neovison
Neophocaena_asiaeorientalis,Neophocaena asiaeorientalis,V1,Mammalia,Laurasiatheria,Cetacea,Phocoenidae,Neophocaena
Neomonachus_schauinslandi,Neomonachus schauinslandi,ASM220157v1,Mammalia,Laurasiatheria,Carnivora,Phocidae,Monachus
Nannopterum_harrisi,Nannopterum harrisi,Pharrisi_ref_V1,Aves,Neognathae,Pelecaniformes,Phalacrocoracidae,Nannopterum
Nannopterum_brasilianus,Nannopterum brasilianus,ASM210954v1,Aves,Neognathae,Pelecaniformes,Phalacrocoracidae,Nannopterum
Myrmecophaga_tridactyla,Myrmecophaga tridactyla,MyrTri_v1_BIUU,Mammalia,Xenarthra,Pilosa,Myrmecophagidae,Myrmecophaga
Myodes_glareolus,Myodes glareolus,ASM436859v1,Mammalia,Euarchontoglires,Rodentia,Cricetidae,Myodes
Myocastor_coypus,Myocastor coypus,MyoCoy_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Myocastoridae,Myocastor
Muscardinus_avellanarius,Muscardinus avellanarius,MusAve_v1,Mammalia,Euarchontoglires,Rodentia,Gliridae,Muscardinus
Mus_spicilegus,Mus spicilegus,GCA_003336285.1_MUSP714,Mammalia,Euarchontoglires,Rodentia,Muridae,Mus
Mus_musculus,Mus musculus,goldenpath_mm9,Mammalia,Euarchontoglires,Rodentia,Muridae,Mus
Murina_aurata_feae,Murina aurata feae,MurFea_v1,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Murina
Muntiacus_reevesi,Muntiacus reevesi,CIJ,Mammalia,Laurasiatheria,Unclassified,Cervidae,Muntiacus
Muntiacus_muntjak,Muntiacus muntjak,CMJ,Mammalia,Laurasiatheria,Unclassified,Cervidae,Muntiacus
Muntiacus_crinifrons,Muntiacus crinifrons,BMJ,Mammalia,Laurasiatheria,Unclassified,Cervidae,Muntiacus
Moschus_moschiferus,Moschus moschiferus,MosMos_v1_BIUU,Mammalia,Laurasiatheria,Unclassified,Moschidae,Moschus
Moschus_chrysogaster,Moschus chrysogaster,NPU_MCHR_1.0,Mammalia,Laurasiatheria,Unclassified,Moschidae,Moschus
Moschus_berezovskii,Moschus berezovskii,NPU_MBRE_1.0,Mammalia,Laurasiatheria,Unclassified,Moschidae,Moschus
Moschus_berezovskii,Moschus berezovskii,FMD,Mammalia,Laurasiatheria,Unclassified,Moschidae,Moschus
Mormoops_blainvillei,Mormoops blainvillei,MorMeg_v1,Mammalia,Laurasiatheria,Chiroptera,Mormoopidae,Mormoops
Mora_moro,Mora moro,Mora_mora_assembly,Actinopteri,Unclassified,Gadiformes,Moridae,Mora
Monopterus_albus,Monopterus albus,M_albus_1.0,Actinopteri,Unclassified,Synbranchiformes,Synbranchidae,Monopterus
Monodon_monoceros,Monodon monoceros,NGI_Narwhal_1,Mammalia,Laurasiatheria,Cetacea,Monodontidae,Monodon
Monodon_monoceros,Monodon monoceros,MonMon_v1,Mammalia,Laurasiatheria,Cetacea,Monodontidae,Monodon
Mirza_coquereli,Mirza coquereli,MizCoq_v1_BIUU,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Mirza
Mirounga_angustirostris,Mirounga angustirostris,MirAng_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Phocidae,Mirounga
Miniopterus_schreibersii,Miniopterus schreibersii,MinSch_v1,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Miniopterus
Micropterus_floridanus,Micropterus floridanus,ASM259238v1,Actinopteri,Unclassified,Centrarchiformes,Centrarchidae,Micropterus
Microgale_talazaci,Microgale talazaci,MicTal_v1_BIUU,Mammalia,Afrotheria,Unclassified,Tenrecidae,Microgale
Microcaecilia_unicolor,Microcaecilia unicolor,aMicUni1.1,Amphibia,Unclassified,Gymnophiona,Siphonopidae,Microcaecilia
Mesoplodon_bidens,Mesoplodon bidens,MesBid_v1,Mammalia,Laurasiatheria,Cetacea,Ziphiidae,Mesoplodon
Mesoclemmys_tuberculata,Mesoclemmys tuberculata,1,Unclassified,Unclassified,Testudines,Chelidae,Mesoclemmys
Meriones_unguiculatus,Meriones unguiculatus,MunDraft-v1.0,Mammalia,Euarchontoglires,Rodentia,Muridae,Meriones
Melanochromis_auratus,Melanochromis auratus,ASM15089v1,Actinopteri,Cichlomorphae,Cichliformes,Cichlidae,Melanochromis
Megaptera_novaeangliae,Megaptera novaeangliae,megNov1,Mammalia,Laurasiatheria,Cetacea,Balaenopteridae,Megaptera
Megaderma_lyra,Megaderma lyra,MegLyr_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Megadermatidae,Megaderma
Mastacembelus_armatus,Mastacembelus armatus,GCA_900324485,Actinopteri,Unclassified,Synbranchiformes,Mastacembelidae,Mastacembelus
Marmota_flaviventris,Marmota flaviventris,ASM367607v1,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Marmota
Manis_tricuspis,Manis tricuspis,ManTri_v1_BIUU,Mammalia,Laurasiatheria,Pholidota,Manidae,Manis
Mandrillus_sphinx,Mandrillus sphinx,BGI_mandrill_1.0,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Mandrillus
Mammalia,Mammalia,low_coverage,Mammalia,Unclassified,Unclassified,Unclassified,Unclassified
Madoqua_kirkii,Madoqua kirkii,KDD,Mammalia,Laurasiatheria,Unclassified,Bovidae,Madoqua
Macrotus_californicus,Macrotus californicus,MacCal_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Macrotus
Macroglossus_sobrinus,Macroglossus sobrinus,MacSob_v1,Mammalia,Laurasiatheria,Chiroptera,Pteropodidae,Macroglossus
Macquaria_australasica,Macquaria australasica,DU_Maus_v1.0,Actinopteri,Unclassified,Centrarchiformes,Percichthyidae,Macquaria
Maccullochella_peelii,Maccullochella peelii,mcod_v1,Actinopteri,Unclassified,Centrarchiformes,Percichthyidae,Maccullochella
Macaca_fuscata,Macaca fuscata,GCA_003118495,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Macaca
Lynx_canadensis,Lynx canadensis,LynCan4_v1,Mammalia,Laurasiatheria,Carnivora,Felidae,Lynx
Lycaon_pictus,Lycaon pictus,LycPicSAfr1.0,Mammalia,Laurasiatheria,Carnivora,Canidae,Lycaon
Lota_lota,Lota lota,ASM90030238v1,Actinopteri,Unclassified,Gadiformes,Lotidae,Lota
Litocranius_walleri,Litocranius walleri,GRK,Mammalia,Laurasiatheria,Unclassified,Bovidae,Litocranius
Lonchura_striata_domestica,Lonchura striata domestica,LonStrDom1,Aves,Neognathae,Passeriformes,Estrildidae,Lonchura
Limosa_lapponica_baueri,Limosa lapponica baueri,Godwit_v1,Aves,Neognathae,Charadriiformes,Scolopacidae,Limosa
Lesueurigobius_sanzi,Lesueurigobius sanzi,ASM90030325v1,Actinopteri,Unclassified,Gobiiformes,Gobiidae,Lesueurigobius
Lepus_timidus,Lepus timidus,GCA_009760805,Mammalia,Euarchontoglires,Lagomorpha,Leporidae,Lepus
Lepus_americanus,Lepus americanus,LepAme_v1_BIUU,Mammalia,Euarchontoglires,Lagomorpha,Leporidae,Lepus
Laticauda_laticaudata,Laticauda laticaudata,1,Unclassified,Lepidosauria,Squamata,Elapidae,Laticauda
Laticauda_colubrina,Laticauda colubrina,1,Unclassified,Lepidosauria,Squamata,Elapidae,Laticauda
Lateolabrax_maculatus,Lateolabrax maculatus,ASM402866v1,Actinopteri,Unclassified,Pempheriformes,Lateolabracidae,Lateolabrax
Lasiurus_borealis,Lasiurus borealis,LasBor_v1,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Lasiurus
Lamprogrammus_exutus,Lamprogrammus exutus,ASM90031255v1,Actinopteri,Unclassified,Ophidiiformes,Ophidiidae,Lamprogrammus
Lampris_guttatus,Lampris guttatus,ASM90030254v1,Actinopteri,Unclassified,Lampriformes,Lampridae,Lampris
Lagenorhynchus_obliquidens,Lagenorhynchus obliquidens,ASM367639v1,Mammalia,Laurasiatheria,Cetacea,Delphinidae,Lagenorhynchus
Lacerta_viridis,Lacerta viridis,ASM90024590v1,Unclassified,Lepidosauria,Squamata,Lacertidae,Lacerta
Lacerta_bilineata,Lacerta bilineata,L_bilineata,Unclassified,Lepidosauria,Squamata,Lacertidae,Lacerta
Labeo_rohita,Labeo rohita,ASM412021v1,Actinopteri,Cypriniphysae,Cypriniformes,Cyprinidae,Labeo
Kogia_breviceps,Kogia breviceps,v1_BIUU,Mammalia,Laurasiatheria,Cetacea,Physeteridae,Kogia
Junco_hyemalis,Junco hyemalis,ASM382977v1,Aves,Neognathae,Passeriformes,Passerellidae,Junco
Inia_geoffrensis,Inia geoffrensis,IniGeo_v1_BIUU,Mammalia,Laurasiatheria,Cetacea,Iniidae,Inia
Hystrix_cristata,Hystrix cristata,HysCri_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Hystricidae,Hystrix
Hypoplectrus_puella,Hypoplectrus puella,HP_genome_unmasked_01,Actinopteri,Unclassified,Perciformes,Serranidae,Hypoplectrus
Hypophthalmichthys_nobilis,Hypophthalmichthys nobilis,HypNob1.0,Actinopteri,Cypriniphysae,Cypriniformes,Cyprinidae,Hypophthalmichthys
Hypophthalmichthys_molitrix,Hypophthalmichthys molitrix,HypMol1.0,Actinopteri,Cypriniphysae,Cypriniformes,Cyprinidae,Hypophthalmichthys
Hydropotes_inermis,Hydropotes inermis,NPU_HINE_1.0,Mammalia,Laurasiatheria,Unclassified,Cervidae,Hydropotes
Hydrophis_melanocephalus,Hydrophis melanocephalus,1,Unclassified,Lepidosauria,Squamata,Hydrophiidae,Hydrophis
Hydrophis_cyanocinctus,Hydrophis cyanocinctus,ASM402372v1,Unclassified,Lepidosauria,Squamata,Hydrophiidae,Hydrophis
Hydrochoerus_hydrochaeris,Hydrochoerus hydrochaeris,HydHyd_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Hydrochaeridae,Hydrochoerus
Hyaena_hyaena,Hyaena hyaena,HyaHya_v1,Mammalia,Laurasiatheria,Carnivora,Hyaenidae,Hyaena
Hucho_hucho,Hucho hucho,ASM331708v1,Actinopteri,Unclassified,Salmoniformes,Salmonidae,Hucho
Homo_sapiens,Homo sapiens,goldenpath_hg38_chromosome,Mammalia,Euarchontoglires,Primates,Hominidae,Homo
Holocentrus_rufus,Holocentrus rufus,ASM90030261v1,Actinopteri,Unclassified,Holocentriformes,Holocentridae,Holocentrus
Hirundo_rustica,Hirundo rustica,GCA_003692655.1,Aves,Neognathae,Passeriformes,Hirundinidae,Hirundo
Hipposideros_galeritus,Hipposideros galeritus,HipGal_v1,Mammalia,Laurasiatheria,Chiroptera,Hipposideridae,Hipposideros
Hipposideros_armiger,Hipposideros armiger,ASM189008v1,Mammalia,Laurasiatheria,Chiroptera,Hipposideridae,Hipposideros
Hippopotamus_amphibius,Hippopotamus amphibius,ASM299558v1,Mammalia,Laurasiatheria,Unclassified,Hippopotamidae,Hippopotamus
Hippocampus_comes,Hippocampus comes,QL1_v1,Actinopteri,Unclassified,Syngnathiformes,Syngnathidae,Hippocampus
Himantopus_himantopus,Himantopus himantopus,Hhiman_2.0,Aves,Neognathae,Charadriiformes,Recurvirostridae,Himantopus
Heterohyrax_brucei,Heterohyrax brucei,HetBruBak_v1_BIUU,Mammalia,Afrotheria,Hyracoidea,Procaviidae,Heterohyrax
Hemitragus_hylocrius,Hemitragus hylocrius,HemHyl_v1,Mammalia,Laurasiatheria,Unclassified,Bovidae,Hemitragus
Hemignathus_virens,Hemignathus virens,ASM328649v1,Aves,Neognathae,Passeriformes,Fringillidae,Hemignathus
Helostoma_temminkii,Helostoma temminkii,ASM90030269v1,Actinopteri,Unclassified,Anabantiformes,Helostomatidae,Helostoma
Helogale_parvula,Helogale parvula,HelPar_v1_BIUU,Mammalia,Laurasiatheria,Carnivora,Herpestidae,Helogale
Apodemus_speciosus,Apodemus speciosus,Aspe_assembly01,Mammalia,Euarchontoglires,Rodentia,Muridae,Apodemus
Anser_brachyrhynchus,Anser brachyrhynchus,ASM259213v1,Aves,Neognathae,Anseriformes,Anatidae,Anser
Ammotragus_lervia,Ammotragus lervia,NAZ_v1.0,Mammalia,Laurasiatheria,Unclassified,Bovidae,Ammotragus
Ailurus_fulgens,Ailurus fulgens,ASM200746v1,Mammalia,Laurasiatheria,Carnivora,Ailuridae,Ailurus
Agapornis_roseicollis,Agapornis roseicollis,ASM263189v1,Aves,Neognathae,Psittaciformes,Psittacidae,Agapornis
Acanthochromis_polyacanthus,Acanthochromis polyacanthus,ASM210954v1,Actinopteri,Unclassified,Unclassified,Pomacentridae,Acanthochromis
Sinella_curviseta,Sinella curviseta,ASM411504v1,Collembola,Unclassified,Unclassified,Entomobryidae,Sinella
Actinemys_marmorata,Actinemys marmorata,Amar_v1,Unclassified,Unclassified,Testudines,Emydidae,Actinemys
Alces_alces,Alces alces,GSC_moose_1.0,Mammalia,Laurasiatheria,Unclassified,Cervidae,Alces
Leptobrachium_leishanense,Leptobrachium leishanense,ASM966780v1,Amphibia,Batrachia,Anura,Megophryidae,Leptobrachium
Nanger_granti,Nanger granti,GTG-3714,Mammalia,Laurasiatheria,Unclassified,Bovidae,Nanger
Nycticeius_humeralis,Nycticeius humeralis,NycHum_v1_BIUU,Mammalia,Laurasiatheria,Chiroptera,Vespertilionidae,Nycticeius
Spea_multiplicata,Spea multiplicata,usc_Smult_1.0,Amphibia,Batrachia,Anura,Pelobatidae,Spea
Lacerta_agilis,Lacerta agilis,rLacAgi1,Unclassified,Lepidosauria,Squamata,Lacertidae,Lacerta
Lutra_lutra,Lutra lutra,mLutLut1.1,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Lutra
Oophaga_pumilio,Oophaga pumilio,UCB_Opum_1.0,Amphibia,Batrachia,Anura,Dendrobatidae,Oophaga
Sapajus_apella,Sapajus apella,GSC_monkey_1.0,Mammalia,Euarchontoglires,Primates,Cebidae,Sapajus
Cynopterus_brachyotis,Cynopterus brachyotis,ASM979314v1,Mammalia,Laurasiatheria,Chiroptera,Pteropodidae,Cynopterus
Lutra_lutra,Lutra lutra,riverotter_1.0,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Lutra
Mustela_erminea,Mustela erminea,mMusErm1,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Mustela
Rhombomys_opimus,Rhombomys opimus,ASM1012001v1,Mammalia,Euarchontoglires,Rodentia,Muridae,Rhombomys
Thamnophis_elegans,Thamnophis elegans,rThaEle1.pri,Unclassified,Lepidosauria,Squamata,Colubridae,Thamnophis
Trachypithecus_francoisi,Trachypithecus francoisi,Tfra_2.0,Mammalia,Euarchontoglires,Primates,Cercopithecidae,Trachypithecus
Crocuta_crocuta,Crocuta crocuta,CrCroc_1.0,Mammalia,Laurasiatheria,Carnivora,Hyaenidae,Crocuta
Marmota_monax,Marmota monax,MONAX5,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Marmota
Mastomys_coucha,Mastomys coucha,UCSF_Mcou_1,Mammalia,Euarchontoglires,Rodentia,Muridae,Mastomys
Microcebus_griseorufus,Microcebus griseorufus,Mgri_1.0,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Microcebus
Microcebus_mittermeieri,Microcebus mittermeieri,Mmit_1.0,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Microcebus
Microcebus_ravelobensis,Microcebus ravelobensis,Mrav_1.0,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Microcebus
Microcebus_tavaratra,Microcebus tavaratra,Mtav_1.0,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Microcebus
Mirza_zaza,Mirza zaza,Mzaz_1.0,Mammalia,Euarchontoglires,Primates,Cheirogaleidae,Mirza
Panthera_leo,Panthera leo,UCSF_Mcou_1,Mammalia,Laurasiatheria,Carnivora,Felidae,Panthera
Sciurus_carolinensis,Sciurus carolinensis,mSciCar1.1,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Sciurus
Sciurus_vulgaris,Sciurus vulgaris,mSciVul1.1,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Sciurus
Ursus_thibetanus_thibetanus,Ursus thibetanus thibetanus,ASM966005v1,Mammalia,Laurasiatheria,Carnivora,Ursidae,Ursus
Antidorcas_marsupialis,Antidorcas marsupialis,SGB,Mammalia,Laurasiatheria,Unclassified,Bovidae,Antidorcas
Erethizon_dorsatum,Erethizon dorsatum,GSC_porc_1.0,Mammalia,Euarchontoglires,Rodentia,Erethizontidae,Erethizon
Kobus_ellipsiprymnus,Kobus ellipsiprymnus,DFW-scaff,Mammalia,Laurasiatheria,Unclassified,Bovidae,Kobus
Pedetes_capensis,Pedetes capensis,PedCap_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Pedetidae,Pedetes
Cuniculus_paca,Cuniculus paca,CunPac_v1_BIUU,Mammalia,Euarchontoglires,Rodentia,Cuniculidae,Cuniculus
Indri_indri,Indri indri,IndInd_v1_BIUU,Mammalia,Euarchontoglires,Primates,Indriidae,Indri
Marmota_vancouverensis,Marmota vancouverensis,VIM_1.0,Mammalia,Euarchontoglires,Rodentia,Sciuridae,Marmota
Tupaia_tana,Tupaia tana,TupTan_v1_BIUU,Mammalia,Euarchontoglires,Scandentia,Tupaiidae,Tupaia
Ziphius_cavirostris,Ziphius cavirostris,ZipCav_v1_BIUU,Mammalia,Laurasiatheria,Cetacea,Ziphiidae,Ziphius
Halichoerus_grypus,Halichoerus grypus,Tufts_HGry_1.1,Mammalia,Laurasiatheria,Carnivora,Phocidae,Halichoerus
Martes_zibellina,Martes zibellina,ASM1258336v1,Mammalia,Laurasiatheria,Carnivora,Mustelidae,Martes
Micronycteris_hirsuta,Micronycteris hirsuta,MicHir_v1,Mammalia,Laurasiatheria,Chiroptera,Phyllostomidae,Micronycteris
Ptyas_mucosa,Ptyas mucosa,Pmuc_v1.0,Unclassified,Lepidosauria,Squamata,Colubridae,Ptyas
Alauda_arvensis,Alauda arvensis,skylark,Aves,Neognathae,Passeriformes,Alaudidae,Alauda
Grus_vipio,Grus vipio,Gvipio_1.0,Aves,Neognathae,Gruiformes,Gruidae,Grus
Ardeotis_arabs,Ardeotis arabs,REN_Aarabs_1.0,Aves,Neognathae,Gruiformes,Otididae,Ardeotis
Cromileptes_altivelis,Cromileptes altivelis,SYSU_Calt_1.1,Actinopteri,Unclassified,Perciformes,Serranidae,Cromileptes
Etheostoma_cragini,Etheostoma cragini,Ecrag_1.0,Actinopteri,Unclassified,Perciformes,Percidae,Etheostoma
Eupsittula_pertinax,Eupsittula pertinax,ASM1131718v1,Aves,Neognathae,Psittaciformes,Psittacidae,Eupsittula
Grus_monacha,Grus monacha,Gmonacha_1.0,Aves,Neognathae,Gruiformes,Gruidae,Grus
Guaruba_guarouba,Guaruba guarouba,ASM1180009v1,Aves,Neognathae,Psittaciformes,Psittacidae,Guaruba
Gymnobelideus_leadbeateri,Gymnobelideus leadbeateri,LBP_v1_scaffolds,Mammalia,Unclassified,Diprotodontia,Petauridae,Gymnobelideus
Lama_glama,Lama glama,ASM1323958v1,Mammalia,Laurasiatheria,Unclassified,Camelidae,Lama
Limnodynastes_dumerilii,Limnodynastes dumerilii,BGI_Ldum_1.0,Amphibia,Batrachia,Anura,Myobatrachidae,Limnodynastes
Mallotus_villosus,Mallotus villosus,GCA_903064625,Actinopteri,Unclassified,Osmeriformes,Salangidae,Mallotus
Molothrus_ater,Molothrus ater,BPBGC_Mater_1.0,Aves,Neognathae,Passeriformes,Icteridae,Molothrus
Nisaetus_nipalensis,Nisaetus nipalensis,Nnipalensis_1.0,Aves,Neognathae,Falconiformes,Accipitridae,Nisaetus
Oxyura_jamaicensis,Oxyura jamaicensis,Ojam_1.0,Aves,Neognathae,Anseriformes,Anatidae,Oxyura
Pionus_senilis,Pionus senilis,ASM1176272v1,Aves,Neognathae,Psittaciformes,Psittacidae,Pionus
Trachemys_scripta,Trachemys scripta,CAS_Tse_1.0,Unclassified,Unclassified,Testudines,Emydidae,Trachemys
Tropheus_moorii,Tropheus moorii,TMv1.0,Actinopteri,Cichlomorphae,Cichliformes,Cichlidae,Tropheus
Zootoca_vivipara,Zootoca vivipara,UG_Zviv_1,Unclassified,Lepidosauria,Squamata,Lacertidae,Zootoca
